Localidad,Provincia,CCAA,Clave ACT,Clave GRU,NIF,Entidad financiada 
Bilbao,Bizkaia,EUS,ED,OR,G48241210,Carmelitas de la Caridad - APA Católica Colegio N. Sra. del Carmen
Bilbao,Bizkaia,EUS,ED,OR,G48274021,Pureza de María - APA Colegio
Bilbao,Bizkaia,EUS,ED,OR,G48296073,Operarias Divino Maestro - APA católica Colegio Ave María
Bilbao,Bizkaia,EUS,DEP,OR,G48300016,Esclavas de la Eucaristia Madre de Dios - CD
Bilbao,Bizkaia,EUS,AS,OR,G48301428,Compañía de María - Solidaridad Internacional
Galdakao,Bizkaia,EUS,AS,OR,G48301428,Compañía de María - Solidaridad Internacional
Leioa,Bizkaia,EUS,AS,OR,G48301428,Compañía de María - Solidaridad Internacional
Vitoria,Álava,EUS,AS,OR,G48301428,Compañía de María - Solidaridad Internacional
Zumarraga,Bizkaia,EUS,AS,OR,G48301428,Compañía de María - Solidaridad Internacional
Bilbao,Bizkaia,EUS,DEP,OR,G48301832,Jesuitas - CD. Loyola Indautxo
Bilbao,Bizkaia,EUS,ED,OR,G48403265,La Salle - CD.
Bilbao,Bizkaia,EUS,ED,ID,G48408736,Artxandape Ikastola Diocesana - APA
Bilbao,Bizkaia,EUS,ED,OR,G48411524,Salesianos - APA Colegio
Basauri,Bizkaia,EUS,ED,OR,G48419782,Marianistas - Colegio Santa María de la Providencia
Barakaldo,Bizkaia,EUS,DEP,OR,G48426522,Paules - CB. Paules
Barakaldo,Bizkaia,EUS,DEP,OR,G48426845,Salesianos - CD. Don Bosco
Bilbao,Bizkaia,EUS,ED,OR,G48445191,La Salle - APA Católica
Getxo,Bizkaia,EUS,AS,OR,G48458657,Trinitarias - Hogar Beato Domingo Iturrate
Portugalete,Bizkaia,EUS,ED,OR,G48458905,Menesianos - APA Colegio Santa María
Bilbao,Bizkaia,EUS,ED,OR,G48460968,Franciscanas del Espíritu Santo - APA Colegio N. Sra. del Pilar
Durango,Bizkaia,EUS,AS,EC,G48473045,Proyecto Hombre
Bilbao,Bizkaia,EUS,ED,OR,G48482418,Maristas - APA Colegio El Salvador
Bilbao,Bizkaia,EUS,ED,OR,G48521124,Esclavas Santísima Eucaristía - APA Colegio Madre de Dios
Bilbao,Bizkaia,EUS,ED,OR,G48543615,Jesuitas - APA Colegio N. Sra. de Begoña
Bilbao,Bizkaia,EUS,ED,EC,G48551410,Escuelas Cristianas - APA Colegio San Pedro Apóstol
Bilbao,Bizkaia,EUS,ED,OR,G48570857,Maristas - CD Maristas
Bermeo,Bizkaia,EUS,CH,EC,G48614051,A. del Santuario de San Juan de Gaztelupe
Bilbao,Bizkaia,EUS,ED,OR,G48698617,Religiosas Ángeles Custodios - APA Colegio
Bilbao,Bizkaia,EUS,AS,EC,G48717045,A. Bidasari de Pastoral Penitenciaria
Basauri,Bizkaia,EUS,AS,EC,G48755433,Banco de Alimentos
Leioa,Bizkaia,EUS,AS,EC,G48755433,Banco de Alimentos
Sopela,Bizkaia,EUS,AS,EC,G48755433,Banco de Alimentos
Zaldibar,Bizkaia,EUS,AS,EC,G48755433,Banco de Alimentos
Bilbao,Bizkaia,EUS,AS,EC,G48758072,A. Caridad Santa Luisa Marillac
Basauri,Bizkaia,EUS,CH,EC,G48762231,Cofradía de San Martín
Zalla,Bizkaia,EUS,ED,OR,G48783005,Maristas - APA Colegio San Miguel
Amorebieta,Bizkaia,EUS,CH,EC,G48801393,Hermandad San Miguel
Bilbao,Bizkaia,EUS,AS,OR,G48811376,Jesuitas - Fundación Alboan
Pamplona,Navarra,NAV,AS,OR,G48811376,Jesuitas - Fundación Alboan
Vitoria,Álava,EUS,AS,OR,G48811376,Jesuitas - Fundación Alboan
Bilbao,Bizkaia,EUS,AS,OR,G48852578,Claretianos - Asociación para el Desarrollo Humano
Getxo,Bizkaia,EUS,AS,OR,G48852578,Claretianos - Asociación para el Desarrollo Humano
Leiola,Bizkaia,EUS,AS,OR,G48852578,Claretianos - Asociación para el Desarrollo Humano
Bilbao,Bizkaia,EUS,AS,MIX,G48884522,Coordinadora ONG Euskadi Apoyo Inmigrantes - Harresiak Apurtuz
Trapagaran,Bizkaia,EUS,ED,OR,G48902076,Franciscanas - AMPA Colegio
Toro,Zamora,CYL,CH,EC,G49006604,Junta Pro-Fomento Semana Santa
Zamora,Zamora,CYL,CH,EC,G49006604,Junta de Cofradías
Zamora,Zamora,CYL,CH,EC,G49006604,Junta de Semana Santa
Benavente,Zamora,CYL,ED,OR,G49102304,Hijas de la Caridad - AMPA Colegio San Vicente de Paul
Zamora,Zamora,CYL,ED,OR,G49125040,Siervas de San José - AMPA Colegio Divina Providencia
Toro,Zamora,CYL,CH,EC,G49135536,Junta de Semana Santa
Zamora,Zamora,CYL,CH,EC,G49142508,Hermandad de Penitencia
Benavente,Zamora,CYL,CH,EC,G49157134,Junta Pro Semana Santa
Zamora,Zamora,CYL,CH,EC,G49180904,A. Belenista La Morama
Zamora,Zamora,CYL,AS,EC,G49232036,Banco de Alimentos
Berciano,Zamora,CYL,CH,EC,G49270218,Cofradía del Santo Entierro
Zamora,Zamora,CYL,CH,EC,G49270218,Cofradía del Santo Entierro
Santa Marta de T.,Zamora,CYL,CUL,EC,G49300791,Amigos Monasterio Santa Marta
Zaragoza,Zaragoza,ARA,AS,EC,G50033349,Fundación La Caridad
Zaragoza,Zaragoza,ARA,AS,EC,G50045954,Patronato Católico Benéfico-Social N. Sra. de los Dolores
Zaragoza,Zaragoza,ARA,ED,OR,G50052141,Escolapios - AMPA Colegio Calasancio
Zaragoza,Zaragoza,ARA,AS,EC,G50055987,Residencia Virgen de Sancho Abarca
Alagón,Zaragoza,ARA,AS,EC,G50056712,Casa del Amparo Inmaculada
Zaragoza,Zaragoza,ARA,ED,OR,G50060607,Hermanas Caridad de Santa Ana - AMPA Colegio Santa Ana
Zaragoza,Zaragoza,ARA,ED,OR,G50061209,Salesianos - AMPA Colegio N. Sra. del Pilar
Zaragoza,Zaragoza,ARA,ED,OR,G50062785,Carmelitas de la Caridad - AMPA Colegio Vedruna
Zaragoza,Zaragoza,ARA,ED,OR,G50087311,Salesianas - AMPA Colegio María Auxiliadora
Zaragoza,Zaragoza,ARA,ED,OR,G50088491,Escolapias - AMPA Colegio Calasanz
Zaragoza,Zaragoza,ARA,ED,OR,G50088582,Dominicas - AMPA Colegio La Anunciata
Zaragoza,Zaragoza,ARA,ED,OR,G50088673,Escolapios - AMPA Escuelas Pías
Zaragoza,Zaragoza,ARA,ED,OR,G50088756,Compañía de María - AMPA Colegio
Zaragoza,Zaragoza,ARA,ED,OR,G50091065,Religiosas Sagrado Corazón - APA
Zaragoza,Zaragoza,ARA,ED,OR,G50137116,Teresianas - Escuelas Teresianas
Zaragoza,Zaragoza,ARA,ED,OR,G50147099,Corazonistas - AMPA Colegio
Zaragoza,Zaragoza,ARA,ED,OR,G50149434,Educación Católica - Colegio La Concepción
Zaragoza,Zaragoza,ARA,AS,EC,G50153246,Acción Social Católica
Zaragoza,Zaragoza,ARA,ED,OR,G50156025,Compañía de María - AMPA Colegio
Zaragoza,Zaragoza,ARA,ED,OR,G50159235,Mercedarias - AMPA Colegio La Merced
Zaragoza,Zaragoza,ARA,ED,OR,G50162213,Agustinos - AMPA Colegio
Zaragoza,Zaragoza,ARA,ED,OR,G50166883,RSCJ Religiosas Sagrado Corazón - Fundación Educativa Sofía Barat
Zaragoza,Zaragoza,ARA,ED,OR,G50171644,RSCJ Religiosas Sagrado Corazón - Fundación Educativa Sofía Barat
Zaragoza,Zaragoza,ARA,ED,OR,G50175074,Escolapias - AMPA Colegio Pompiliano
Zaragoza,Zaragoza,ARA,ED,ID,G50177401,Colegio Diocesano El Buen Pastor
Zaragoza,Zaragoza,ARA,ED,OR,G50180652,Maristas - Colegio El Pilar APA
Almunia,Zaragoza,ARA,ED,OR,G50181262,Salesianos - Colegio San Jaun Bosco
Zaragoza,Zaragoza,ARA,ED,OR,G50190784,Franciscanas - AMPA Colegio La Purísima
Zaragoza,Zaragoza,ARA,ED,OR,G50195221,La Salle - Colegio San Francisco
Zaragoza,Zaragoza,ARA,ED,OR,G50218445,Hijas de la Caridad - Colegio El Carmen y San José
Muel,Zaragoza,ARA,CH,EC,G50302207,Cofradía Entrada Jesús en Jerusalén
Zaragoza,Zaragoza,ARA,DEP,OR,G50310663,Dominicos - CD.
Zaragoza,Zaragoza,ARA,ED,OR,G50336858,Hijas de San José - AMPA Colegio
Leciñena,Zaragoza,ARA,CUL,EC,G50389170,Santuario N. Sra. Magallon
Calatayud,Zaragoza,ARA,CH,EC,G50394642,Hermandad de San Pascual Bailón
Ambel,Zaragoza,ARA,CUL,EC,G50465178,Círculo Católico
Zaragoza,Zaragoza,ARA,AS,OR,G50499086,Salesianos - Centros Juveniles
Caspe,Zaragoza,ARA,CH,EC,G50536911,Cofradía San Cristóbal
Caspe,Zaragoza,ARA,CH,EC,G50538594,Junta de Cofradías
Monzalbarba,Zaragoza,ARA,CH,EC,G50542786,Cofradía Virgen de la Sagrada
Bujaraloz,Zaragoza,ARA,CH,EC,G50545763,Cofradía de San Antón
Utebo,Zaragoza,ARA,CH,EC,G50594290,Cofradía Jesús Nazareno
Zaragoza,Zaragoza,ARA,AS,EC,G50597632,Banco de Alimentos
Zaragoza,Zaragoza,ARA,AS,EC,G50656289,A. Cátólica de Servicios a la Juventud Femenina
Zaragoza,Zaragoza,ARA,AS,ID,G50734979,Fundación San Valero
Tarazona,Zaragoza,ARA,CH,EC,G50750231,Cofradía Cristo del Consuelo
Zaragoza,Zaragoza,ARA,AS,MIX,G50834555,María Auxiliadora y otros
Mequinenza,Zaragoza,ARA,CH,EC,G50852045,Cofradía Santa Agatoclia
Bujaraloz,Zaragoza,ARA,CH,EC,G50967140,Cofradía San Agustín
Melilla,Melilla,MEL,CH,EC,G52001047,Congregación N. Sra. de la Victoria
Melilla,Melilla,MEL,CH,EC,G52002110,Hermandad Virgen del Rocío
Melilla,Melilla,MEL,DEP,OR,G52006970,La Salle - CD. El Carmen
Melilla,Melilla,MEL,AS,EC,G52015443,Banco de Alimentos
Melilla,Melilla,MEL,DEP,OR,G52039047,Franciscanas - CD. N.Sra. del Buen Consejo
Carreño,Asturias,AST,CH,EC,G52500584,Cofradía del Rosario
Carreño,Asturias,AST,CH,EC,G52553195,A. Belenistas
Oviedo,Asturias,AST,AS,EC,G52575297,Emaus - Fundación Social
Denia,Alicante,VAL,CH,EC,G53052148,Cofradía Santísima Sangre
Alicante,Alicante,VAL,CH,EC,G53058384,Cofradía Jesús de Nazaret
Alicante,Alicante,VAL,CH,EC,G53082822,Cofradía N. Sra. de la Soledad
Alicante,Alicante,VAL,AS,MIX,G53099750,Fundación San Francisco de Borja
Alicante,Alicante,VAL,CH,EC,G53117321,Hermandad del Prendimiento
Alicante,Alicante,VAL,CH,EC,G53129060,Hermandad Cristo de la Humildad
Aspe,Alicante,VAL,CH,EC,G53136313,Junta Mayor de Cofradías
Aspe,Alicante,VAL,CH,EC,G53136313,Junta de Cófradías
Novelda,Alicante,VAL,ED,OR,G53154027,Dehonianos - APA. Colegio
Alicante,Alicante,VAL,CH,EC,G53157459,Hermandad N. Sra. de la Alegría
Ibi,Alicante,VAL,ED,EC,G53186953,Colegio Fundación San Juan y San Pablo
Alicante,Alicante,VAL,CH,EC,G53198578,Cofradía de Infantes San Pedro
Alicante,Alicante,VAL,CH,EC,G53223798,Cofradía Cristo del Mar
Elda,Alicante,VAL,CH,EC,G53257697,Cofradía de los Santos Patronos
Almoradí,Alicante,VAL,CH,EC,G53268686,Junta de Cofradías
Alicante,Alicante,VAL,CH,EC,G53311114,Hermandad Nuestro Padre Jesús
Alicante,Alicante,VAL,AS,EC,G53363131,Proyecto Hombre
Elche,Alicante,VAL,AS,EC,G53363131,Proyecto Hombre
San Vicente R.,Alicante,VAL,AS,EC,G53363131,Proyecto Hombre
Zaragoza,Zaragoza,ARA,AS,EC,G53363131,Proyecto Hombre
Jacarilla,Alicante,VAL,CH,EC,G53385217,Cofradía N. Padre Jesús
Alicante,Alicante,VAL,CH,EC,G53420063,Cofradía Cristo del Hallazgo
Alicante,Alicante,VAL,CH,EC,G53436176,Hermandad Cristo del Mar
Alicante,Alicante,VAL,CH,EC,G53436192,Hermandad Cristo de las Penas
Alicante,Alicante,VAL,CH,EC,G53436218,Hermandad Jesús en Samaria
Alicante,Alicante,VAL,CH,EC,G53450441,Hermandad Santa Redención
Alicante,Alicante,VAL,CH,EC,G53450441,Cofradía de Nazarenos
Alicante,Alicante,VAL,CH,EC,G53493664,Junta Mayor de Cofradías
Alicante,Alicante,VAL,CH,EC,G53586822,Hermandad del Santo Sepulcro
Alicante,Alicante,VAL,CH,EC,G53653002,Cofradía de la Sentencia de Jesús
Ondara,Alicante,VAL,CH,EC,G53702171,Patronat de la Passio
Ondara,Alicante,VAL,CH,EC,G53702171,Patronat de la Passio
Busot,Alicante,VAL,CH,EC,G53962700,Hermandad del Santo Sepulcro
Alcoi,Alicante,VAL,CH,EC,G54182662,A. Niño Jesús del Milagro
Alcoi,Alicante,VAL,CH,EC,G54318753,A. Belenistas
Busot,Barcelona,CAT,CH,EC,G54378211,Cofradía Santo Sepulcro
Ibi,Alicante,VAL,CH,EC,G54418447,Junta de Cofradías
Almoradi,Alicante,VAL,CH,EC,G54533427,Archicofradía Perpetuo Socorro
Alicante,Alicante,VAL,AS,OR,G54618517,Maristas - Fundación Champagnat
Córdoba,Córdoba,AND,AS,OR,G54618517,Maristas - Fundación Champagnat
Málaga,Málaga,AND,AS,OR,G54618517,Maristas - Fundación Champagnat
Melilla,Melilla,MEL,AS,OR,G54618517,Maristas - Fundación Champagnat
Murcia,Murcia,MUR,AS,OR,G54618517,Maristas - Fundación Champagnat
Sevilla,Sevilla,AND,AS,OR,G54618517,Maristas - Fundación Champagnat
Valencia,Valencia,VAL,AS,OR,G54618517,Maristas - Fundación Champagnat
Alicante,Alicante,VAL,CH,EC,G54625488,Cofradía de María Magdalena
Elda,Alicante,VAL,ED,EC,G54673603,Colegio Sagrada Familia
Rafols,Alicante,VAL,CH,EC,G54688890,Semana Santa
Calp,Alicante,VAL,CH,EC,G54713052,A. Belenista 
Alicante,Alicante,VAL,AS,OR,G54843883,Salesianos - Centro Juvenil
Alicante,Alicante,VAL,AS,EC,G54873930,Red Madre
Girona,Girona,CAT,DEP,OR,G55010078,Carmelitas de la Caridad - Fundació Vedruna Educació
Lleida,Lleida,CAT,ED,OR,G55010078,Carmelitas de la Caridad - Fundació Vedruna Educació
Puigcerdá,Girona,CAT,ED,OR,G55054936,Carmelitas de la Caridad - Fundació Vedruna Educació
Palamós,Girona,CAT,DEP,OR,G55074058,La Salle - A. Deportiva Escolar
Girona,Girona,CAT,AS,EC,G55079875,Fundació La Caritat
Olot,Girona,CAT,AS,EC,G55079875,Fundació la Caritat
La Vall d'en Bas,Girona,CAT,CH,EC,G55119762,A. de Pessebristes
Olot,Girona,CAT,CH,EC,G55135867,A. de Pessebristes
Llança,Girona,CAT,CH,EC,G55153878,A. de la Parroquia de Sant Viçens
Olot,Girona,CAT,FUN,EC,G55194591,Grupo Dialogo Interreligioso
Olot,Girona,CAT,FUN,EC,G55262539,Amigos del Santuario del Tura
Palamós,Girona,CAT,DEP,OR,G55316905,Carmelitas de la Caridad - Club de Basquet
Barcelona,Barcelona,CAT,CH,EC,G55344345,Fede. Pessebres Vivents
Orduña,Bizkaia,EUS,CH,EC,G55485692,Cofradía de San Román
Montferri,Tarragona,CAT,CH,EC,G55545008,A. Santuari de Montserrat
Montblanc,Tarragona,CAT,CH,EC,G55638357,Museo del Belén
Tarragona,Tarragona,CAT,CH,EC,G55640510,Cofradía Joven San Antonio Abad
Constantí,Girona,CAT,CH,EC,G55699409,Cofradía Purísima Sangre de Cristo
L'Espluga de F.,Tarragona,CAT,CH,EC,G55701353,A. Pessebristes
Sarral,Tarragona,CAT,CH,EC,G55704076,Protectores Ermita de San Cosme y San Damián
Montblanc,Tarragona,CAT,CH,EC,G55752125,A. Pastorets
Reus,Tarragona,CAT,CH,EC,G55759641,Cofradía de la Verónica
Córdoba,Córdoba,AND,CH,EC,G56035314,A. Jesús de la Salud
Luque,Córdoba,AND,CH,EC,G56044480,Cofradía Jesús Nazareno
Rute,Córdoba,AND,CH,EC,G56049703,Cofradía Jesús de la Rosa
Montoro,Córdoba,AND,CH,EC,G56052889,Hermandad N. Sra. del Rocío
Luque,Córdoba,AND,CH,EC,G56061252,Hermandad del Señor Resucitado
Puente Genil,Córdoba,AND,CH,EC,G56068075,Cofradía Virgen de la Guía
Castro del Río,Córdoba,AND,CH,EC,G56089857,Costaleros Ángel Custodio
Córdoba,Córdoba,AND,CH,EC,G56090731,Cáritas Sagrario
Logroño,La Rioja,LR,ED,OR,G56295736,Jesuitas - Fundación Educativa
La Pobla de V.,Barcelona,CAT,CH,EC,G56353618,Cofradía Virgen Dolorosa
Toledo,Toledo,CLM,AS,MIX,G56408826,Plataforma Voluntariado CLM
Castellón,Castellón,CAT,CH,EC,G56492028,Belen Viviente San José
Roda ,Barcelona,CAT,CH,EC,G56572712,A. Pastorets
Mislata,Valencia,VAL,CH,EC,G56610348,Hermandad del Santo Entierro
Alicante,Alicante,VAL,ED,OR,G56797764,Jesuitas - Colegio Inmaculada
Santiago,A Coruña,GAL,ED,OR,G56798226,Jesuitas - Fundación Educativa Noroeste
Valladolid,Valladolid,CYL,ED,OR,G56798226,Jesuitas - Fundación Educativa Noroeste
Vera,Almería,AND,CH,EC,G56835879,A. N. Padre Jesús Cautivo
Ejea de los C.,Zaragoza,ARA,CH,EC,G56958606,Junta de Cofradías
Ibiza,Baleares,IB,CH,EC,G57027120,Cofradía N. Sra. de la Piedad
Menorca,Baleares,IB,CH,EC,G57029423,Group de Pessesbristes de Maó
Palma,Baleares,IB,AS,ID,G57050874,Fundación Social Diocesana La Sapienza
Llucmajor,Baleares,IB,ED,OR,G57145716,Misioneras Sagrados Corazones - AMPA Colegio
Palma,Baleares,IB,AS,EC,G57152639,Banco de Alimentos
Santa Eularia,Baleares,IB,IC,ID,G57196578,Parroquia Santa Eularia - Club
Palma,Baleares,IB,AS,EC,G57272619,Asociación Pastoral Penitenciaria
Menorca,Baleares,IB,DEP,OR,G57372492,La Salle - CB. Mahón
Ibiza,Baleares,IB,CH,EC,G57518052,Cofradía Santo Cristo de la Agonía
Palma,Baleares,IB,ED,EC,G57562373,Fundación Escuela Católica
Palma,Baleares,IB,ED,EC,G57562373,Hermanas de la Caridad - Fundació Escola Católica
Palma,Baleares,IB,AS,OR,G57854135,San Juan de Dios Servicios Sociales
Ibiza,Baleares,IB,CH,EC,G57943771,Cofradía Jesús Cautivo
Hospitalet,Barcelona,CAT,CH,EC,G58016262,Hermandad N. Sra. del Rocío
Hospitalet,Barcelona,CAT,CH,EC,G58039488,Cofradía Semana Santa
Berga,Barcelona,CAT,ED,OR,G58040247,Carmelitas de la Caridad - APA Escola Vedruna
Barcelona,Barcelona,CAT,CUL,EC,G58040775,Lluisos de Gracia
Hospitalet,Barcelona,CAT,AS,EC,G58042136,Juventud Obrera Cristiana
Caldes de M.,Barcelona,CAT,AS,MIX,G58044595,Fundación Santa Susana
Badalona,Barcelona,CAT,CH,EC,G58062449,Hermandad Cristo Redentor
Santa Coloma,Barcelona,CAT,CH,EC,G58066879,Hermandad Virgen del Rocío
Barcelona,Barcelona,CAT,CH,EC,G58102591,Hermandad Virgen del Rocío
Barcelona,Barcelona,CAT,ED,OR,G58104142,Religiosas de Jesús-María - APA Colegio
Montcada,Barcelona,CAT,ED,OR,G58124934,Dominicas - AMPA Col.legi Sagrat Cor
Barcelona,Barcelona,CAT,CH,EC,G58126061,Hermandad Virgen del Rocío
Lleida,Lleida,CAT,AS,OR,G58173063,Maristas - Centro de Escultismo
Barcelona,Barcelona,CAT,CH,EC,G58202979,Hermandad Virgen del Rocío
Igualada,Barcelona,CAT,ED,OR,G58221128,Religiosas Jesús María - AMPA
Olesa,Barcelona,CAT,ED,OR,G58234386,Escolapios - AMPA 
Barcelona,Barcelona,CAT,AS,OR,G58236803,Jesuitas - Intermon Oxfam
Bilbao,Bizkaia,EUS,AS,OR,G58236803,Jesuitas - Intermon Oxfam
Castellón,Castellón,VAL,AS,OR,G58236803,Jesuitas - Intermon Oxfam
Girona,Girona,CAT,AS,OR,G58236803,Jesuitas - Intermón Oxfam
Madrid,Madrid,MAD,AS,OR,G58236803,Jesuitas - Intermón Oxfam
Oviedo,Asturias,AST,AS,OR,G58236803,Jesuitas - Intermon Oxfam
Pamplona,Navarra,NAV,AS,OR,G58236803,Jesuitas - Intermón Oxfam
Sevilla,Sevilla,AND,AS,OR,G58236803,Jesuitas - Intermon Oxfam
Valencia,Valencia,VAL,AS,OR,G58236803,Jesuitas - Intermon Oxfam
Viladecans,Barcelona,CAT,ED,OR,G58239823,Janerianas - AMPA Colegio Sagrada Familia
Barcelona,Barcelona,CAT,AS,OR,G58266909,Salesianos - Centros Juveniles Don Bosco
Martorell,Barcelona,CAT,CH,EC,G58272642,Patronat Cabagalta Reyes
Mataró,Barcelona,CAT,CH,EC,G58359308,Comisión Semana Santa
Barcelona,Barcelona,CAT,AS,EC,G58388125,Fundación Provida
Barcelona,Barcelona,CAT,CH,EC,G58395013,A. de Pessebristes
Hospitalet,Barcelona,CAT,AS,EC,G58404450,Fundación Santa Eulalia
Barcelona,Barcelona,CAT,DEP,ID,G58419334,Grupo Parroquial Roser
Gavá,Barcelona,CAT,ED,OR,G58423245,Agustinas - Col.legi Inmaculada Concepció
Santa Coloma,Barcelona,CAT,CH,EC,G58440918,Hermandad del Rocío
Barcelona,Barcelona,CAT,AS,EC,G58443771,Banco de Alimentos
Sant Boi,Barcelona,CAT,ED,OR,G58445776,Carmelitas de la Caridad - Escola Vedruna AFA
Suria,Barcelona,CAT,CUL,ID,G58518655,Foment Cultural de la Parroquia
Cornellá,Barcelona,CAT,CH,EC,G58545443,Hermandad N. Sra. del Rocío
Barcelona,Barcelona,CAT,ED,ID,G58556135,Escuela Parroquial - APA
Terrassa,Barcelona,CAT,DEP,ID,G58576570,Parroquia San Cristóbal - Centro 
Barcelona,Barcelona,CAT,ED,OR,G58577784,La Salle - AMPA Colegio
Barcelona,Barcelona,CAT,ED,OR,G58616285,Concepcionistas - AMPA Colegio
Barcelona,Barcelona,CAT,CH,EC,G58630112,Hermandad Virgen del Rocío
Sant Celoni,Barcelona,CAT,ED,OR,G58659616,La Salle - AMPA Colegio
Torelló,Barcelona,CAT,ED,OR,G58674243,Carmelitas de la Caridad - AMPA Colegio Vedruna
Igualada,Barcelona,CAT,ED,OR,G58774324,Maristas - AMPA Col.legi
Barcelona,Barcelona,CAT,ED,EC,G58802034,Colegio Divina Providencia AMPA
Sant Joan Despi,Barcelona,CAT,CH,EC,G58856543,Asociación de Pesebristas
Sentmenat,Barcelona,CAT,ED,OR,G58857731,Corazonistas - AMPA Colegio
Les Masies de R.,Barcelona,CAT,CH,EC,G58887563,Asociación de Pesebristas
Terrassa,Barcelona,CAT,ED,OR,G58920703,Carmelitas de la Caridad - APA Colegio Vedruna
Masnou,Barcelona,CAT,ED,OR,G58941402,Escolapios - AMPA
Sant Feliu,Barcelona,CAT,CH,EC,G58948845,Hermandad N. Sra. de la Salud
Sant Feliu,Barcelona,CAT,ED,OR,G59063925,Religiosas Buen Salvador - AMPA Colegio
Barcelona,Barcelona,CAT,UC,EC,G59069740,Universidad Ramon Llull
Barcelona,Barcelona,CAT,UC,EC,G59069740,Universidad Ramon Llull - Fundació
Sant Boi,Barcelona,CAT,AS,OR,G59088120,San Juan de Dios - Fundació Germá Tomás Canet
Barcelona,Barcelona,CAT,AS,MIX,G59106823,Fed. Voluntariat Social
Girona,Girona,CAT,AS,MIX,G59106823,Fed. Voluntariat Social
Lleida,Lleida,CAT,AS,MIX,G59106823,Fed. Voluntariat Social
Tarragona,Tarragona,CAT,AS,MIX,G59106823,Fed. Voluntariat Social
Vilanova,Barcelona,CAT,CUL,EC,G59167288,Círculo Católico
Cardona,Barcelona,CAT,ED,OR,G59307173,Carmelitas de la Caridad - AMPA Vedruna
Hospitalet,Barcelona,CAT,CUL,EC,G59310557,Centro Católico
Barcelona,Barcelona,CAT,IC,EC,G59319186,Cristianisme i Cultura
Santa Coloma,Barcelona,CAT,AS,OR,G59362897,Salesianos - Grup María Auxiliadora
Terrassa,Barcelona,CAT,CH,EC,G59377929,A. de Pessebristes
Terrassa,Barcelona,CAT,CH,EC,G59401638,Hermandad Virgen del Rocío
Barcelona,Barcelona,CAT,AS,EC,G59410316,Hogar Mare de Deu de Gracia
Barcelona,Barcelona,CAT,AS,OR,G59429290,Maristas - Grupo Compartir
Sant Feliu,Barcelona,CAT,CH,EC,G59452920,A. Pessebrista
Barcelona,Barcelona,CAT,EV,EV,G59463414,Institución Bíblica Evangélica
Montcada,Barcelona,CAT,ED,OR,G59467399,La Salle - AMPA Colegio
Igualada,Barcelona,CAT,IC,ID,G59514976,Coro Parroquial Santa María
Sant Fost de C.,Barcelona,CAT,CH,EC,G59516666,A. de Pessebristes
Barcelona,Barcelona,CAT,AS,OR,G59523910,Escolapios - SETEM Servicio Tercer Mundo
Barcelona,Barcelona,CAT,AS,EC,G59535609,Casal Catolic Sant Andreu
Barcelona,Barcelona,CAT,AS,OR,G59575415,La Salle - Secretariat des Joves
Premiá de Mar,Barcelona,CAT,AS,OR,G59575415,La Salle - Secretariat des Joves
Barcelona,Barcelona,CAT,CH,EC,G59613539,Federació Pessebristes
Mataró,Barcelona,CAT,CH,EC,G59613554,A. de Pessebristes
Barcelona,Barcelona,CAT,IC,OR,G59697458,Jesuitas - Cristianisme i Justicia
Barcelona,Barcelona,CAT,DEP,OR,G59719039,La Salle - CD.
Tona,Barcelona,CAT,ED,OR,G59728212,Carmelitas de la Caridad - AMPA Colegio Vedruna
Sant Vicenç de Castellet,Barcelona,CAT,ED,OR,G59732990,Dominicas - AMPA Col.legi Mare de Deu del Roser
Rubí,Barcelona,CAT,CH,EC,G59755363,A. de Pessebristes
Sabadell,Barcelona,CAT,CH,EC,G59790808,A. de Pessebristes
Mataró,Barcelona,CAT,CUL,ID,G59795922,Museo Archivo de Santa María
Santa Coloma,Barcelona,CAT,CH,EC,G59798058,Hermandad del Rocío Los Varales
El Prat,Barcelona,CAT,ED,OR,G59804930,Carmelitas Misioneras - AMPA Col.legi Mare Deu del Carme
Badalona,Barcelona,CAT,AS,OR,G59816991,Maristas - Fundación Champagnat
Barcelona,Barcelona,CAT,ED,OR,G59816991,Maristas - Fundación Champagnat
Girona,Girona,CAT,DEP,OR,G59816991,Maristas - Fundación Champagnat
Lleida,Lleida,CAT,AS,OR,G59816991,Maristas - Fundación Champagnat
Santa Coloma,Barcelona,CAT,ED,OR,G59816991,Maristas - Fundación Champagnat
Parets del Vallés,Barcelona,CAT,CH,EC,G59873422,Group Pessebristes
Barcelona,Barcelona,CAT,IC,ID,G59976175,Casa Parroquial de Montbau
Mataró,Barcelona,CAT,CH,EC,G59993634,Hermandad Jesús Nazareno
Hospitalet,Barcelona,CAT,CH,EC,G60076882,Hermandad Pastorcillo Divino
